2020-04-27 01:04:210 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 01:04:256 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (22c03cacac518653af47695c2394d5d6)] -> id: user_agreed_to_terms]
2020-04-27 01:04:894 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (22c03cacac518653af47695c2394d5d6)] -> xpath: //input[@name='commit']]
2020-04-27 02:04:495 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:885 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (cc91e13c4f1166e34ab90770c5be93f8)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:557 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (cc91e13c4f1166e34ab90770c5be93f8)] -> id: user_name]
2020-04-27 02:04:808 INFO  HomePage :39 - Entering Email : <email> On Email Field [[ChromeDriver: chrome on WINDOWS (cc91e13c4f1166e34ab90770c5be93f8)] -> id: user_email]
2020-04-27 02:04:103 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (cc91e13c4f1166e34ab90770c5be93f8)] -> id: user_password]
2020-04-27 02:04:362 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (cc91e13c4f1166e34ab90770c5be93f8)] -> id: user_password_confirmation]
2020-04-27 02:04:784 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (cc91e13c4f1166e34ab90770c5be93f8)] -> id: user_agreed_to_terms]
2020-04-27 02:04:696 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (cc91e13c4f1166e34ab90770c5be93f8)] -> xpath: //input[@name='commit']]
2020-04-27 02:04:550 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:157 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (fc2e69a4c4456a9a3cc34aeb98faab8f)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:538 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (fc2e69a4c4456a9a3cc34aeb98faab8f)] -> id: user_name]
2020-04-27 02:04:849 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:720 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (908aa44ff2588f0cb16aae2eae8efb26)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:873 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (908aa44ff2588f0cb16aae2eae8efb26)] -> id: user_name]
2020-04-27 02:04:219 INFO  HomePage :39 - Entering Email : <email> On Email Field [[ChromeDriver: chrome on WINDOWS (908aa44ff2588f0cb16aae2eae8efb26)] -> id: user_email]
2020-04-27 02:04:522 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (908aa44ff2588f0cb16aae2eae8efb26)] -> id: user_password]
2020-04-27 02:04:738 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (908aa44ff2588f0cb16aae2eae8efb26)] -> id: user_password_confirmation]
2020-04-27 02:04:900 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (908aa44ff2588f0cb16aae2eae8efb26)] -> id: user_agreed_to_terms]
2020-04-27 02:04:167 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (908aa44ff2588f0cb16aae2eae8efb26)] -> xpath: //input[@name='commit']]
2020-04-27 02:04:929 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:48 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (c173837d9a9e360c2af55a2cfbd412f5)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:55 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (c173837d9a9e360c2af55a2cfbd412f5)] -> id: user_name]
2020-04-27 02:04:680 INFO  HomePage :39 - Entering Email : <random_String> On Email Field [[ChromeDriver: chrome on WINDOWS (c173837d9a9e360c2af55a2cfbd412f5)] -> id: user_email]
2020-04-27 02:04:967 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (c173837d9a9e360c2af55a2cfbd412f5)] -> id: user_password]
2020-04-27 02:04:271 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (c173837d9a9e360c2af55a2cfbd412f5)] -> id: user_password_confirmation]
2020-04-27 02:04:658 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (c173837d9a9e360c2af55a2cfbd412f5)] -> id: user_agreed_to_terms]
2020-04-27 02:04:30 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (c173837d9a9e360c2af55a2cfbd412f5)] -> xpath: //input[@name='commit']]
2020-04-27 02:04:37 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:998 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (38dc2f119c56f69bf1aa6de716a46efc)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:755 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (38dc2f119c56f69bf1aa6de716a46efc)] -> id: user_name]
2020-04-27 02:04:368 INFO  HomePage :39 - Entering Email : <Roger+getRandomString(4)+@gmail.com> On Email Field [[ChromeDriver: chrome on WINDOWS (38dc2f119c56f69bf1aa6de716a46efc)] -> id: user_email]
2020-04-27 02:04:816 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (38dc2f119c56f69bf1aa6de716a46efc)] -> id: user_password]
2020-04-27 02:04:64 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (38dc2f119c56f69bf1aa6de716a46efc)] -> id: user_password_confirmation]
2020-04-27 02:04:251 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (38dc2f119c56f69bf1aa6de716a46efc)] -> id: user_agreed_to_terms]
2020-04-27 02:04:578 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (38dc2f119c56f69bf1aa6de716a46efc)] -> xpath: //input[@name='commit']]
2020-04-27 02:04:679 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:513 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (df0e29af934b4a747249984423d4eff6)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:34 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (df0e29af934b4a747249984423d4eff6)] -> id: user_name]
2020-04-27 02:04:543 INFO  HomePage :39 - Entering Email : <email> On Email Field [[ChromeDriver: chrome on WINDOWS (df0e29af934b4a747249984423d4eff6)] -> id: user_email]
2020-04-27 02:04:912 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (df0e29af934b4a747249984423d4eff6)] -> id: user_password]
2020-04-27 02:04:250 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (df0e29af934b4a747249984423d4eff6)] -> id: user_password_confirmation]
2020-04-27 02:04:532 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (df0e29af934b4a747249984423d4eff6)] -> id: user_agreed_to_terms]
2020-04-27 02:04:953 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (df0e29af934b4a747249984423d4eff6)] -> xpath: //input[@name='commit']]
2020-04-27 02:04:76 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:766 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (edf3ffd678ea3a40b6d146cbae1945cb)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:140 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (edf3ffd678ea3a40b6d146cbae1945cb)] -> id: user_name]
2020-04-27 02:04:607 INFO  HomePage :39 - Entering Email : RogerzpzB@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (edf3ffd678ea3a40b6d146cbae1945cb)] -> id: user_email]
2020-04-27 02:04:932 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (edf3ffd678ea3a40b6d146cbae1945cb)] -> id: user_password]
2020-04-27 02:04:186 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (edf3ffd678ea3a40b6d146cbae1945cb)] -> id: user_password_confirmation]
2020-04-27 02:04:420 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (edf3ffd678ea3a40b6d146cbae1945cb)] -> id: user_agreed_to_terms]
2020-04-27 02:04:403 INFO  HomePage :75 - Clicking on Agree To Terms : Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='commit']'
2020-04-27 02:04:732 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:225 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (7bd928448137f299a26c795b41645f8e)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:218 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (7bd928448137f299a26c795b41645f8e)] -> id: user_name]
2020-04-27 02:04:771 INFO  HomePage :39 - Entering Email : Roger7VSW@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (7bd928448137f299a26c795b41645f8e)] -> id: user_email]
2020-04-27 02:04:61 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (7bd928448137f299a26c795b41645f8e)] -> id: user_password]
2020-04-27 02:04:329 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (7bd928448137f299a26c795b41645f8e)] -> id: user_password_confirmation]
2020-04-27 02:04:613 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (7bd928448137f299a26c795b41645f8e)] -> id: user_agreed_to_terms]
2020-04-27 02:04:740 INFO  HomePage :75 - Clicking on Agree To Terms : Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='commit']'
2020-04-27 02:04:795 INFO  MyCoursesPage :31 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (7bd928448137f299a26c795b41645f8e)] -> xpath: //a[contains(text(),'My Courses')]]
2020-04-27 02:04:445 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:109 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (21c79c4f92447eb0dc5ec6e0f798d441)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:665 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (21c79c4f92447eb0dc5ec6e0f798d441)] -> id: user_name]
2020-04-27 02:04:160 INFO  HomePage :39 - Entering Email : RogerPJFc@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (21c79c4f92447eb0dc5ec6e0f798d441)] -> id: user_email]
2020-04-27 02:04:427 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (21c79c4f92447eb0dc5ec6e0f798d441)] -> id: user_password]
2020-04-27 02:04:761 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (21c79c4f92447eb0dc5ec6e0f798d441)] -> id: user_password_confirmation]
2020-04-27 02:04:982 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (21c79c4f92447eb0dc5ec6e0f798d441)] -> id: user_agreed_to_terms]
2020-04-27 02:04:591 INFO  HomePage :75 - Clicking on Agree To Terms : Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='commit']'
2020-04-27 02:04:640 INFO  MyCoursesPage :31 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (21c79c4f92447eb0dc5ec6e0f798d441)] -> xpath: //a[contains(text(),'My Courses')]]
2020-04-27 02:04:290 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:443 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (8e60bee670c7dfa833bd144b5453b0f6)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:834 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (8e60bee670c7dfa833bd144b5453b0f6)] -> id: user_name]
2020-04-27 02:04:368 INFO  HomePage :39 - Entering Email : RogercUPc@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (8e60bee670c7dfa833bd144b5453b0f6)] -> id: user_email]
2020-04-27 02:04:774 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (8e60bee670c7dfa833bd144b5453b0f6)] -> id: user_password]
2020-04-27 02:04:139 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (8e60bee670c7dfa833bd144b5453b0f6)] -> id: user_password_confirmation]
2020-04-27 02:04:404 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (8e60bee670c7dfa833bd144b5453b0f6)] -> id: user_agreed_to_terms]
2020-04-27 02:04:605 INFO  HomePage :75 - Clicking on Agree To Terms : Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='commit']'
2020-04-27 02:04:646 INFO  MyCoursesPage :31 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (8e60bee670c7dfa833bd144b5453b0f6)] -> xpath: //a[contains(text(),'My Courses')]]
2020-04-27 02:04:263 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:993 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (cd6d87a33fdae2139fc882c1c7801ef7)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:409 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (cd6d87a33fdae2139fc882c1c7801ef7)] -> id: user_name]
2020-04-27 02:04:880 INFO  HomePage :39 - Entering Email : RogerJV0J@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (cd6d87a33fdae2139fc882c1c7801ef7)] -> id: user_email]
2020-04-27 02:04:404 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (cd6d87a33fdae2139fc882c1c7801ef7)] -> id: user_password]
2020-04-27 02:04:771 INFO  HomePage :57 - Entering Confirm Password : Roger123 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (cd6d87a33fdae2139fc882c1c7801ef7)] -> id: user_password_confirmation]
2020-04-27 02:04:09 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (cd6d87a33fdae2139fc882c1c7801ef7)] -> id: user_agreed_to_terms]
2020-04-27 02:04:827 INFO  HomePage :75 - Clicking on Agree To Terms : Proxy element for: DefaultElementLocator 'By.xpath: //input[@name='commit']'
2020-04-27 02:04:878 INFO  MyCoursesPage :31 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (cd6d87a33fdae2139fc882c1c7801ef7)] -> xpath: //a[contains(text(),'My Courses')]]
2020-04-27 02:04:703 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 02:04:453 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 02:04:971 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> id: user_name]
2020-04-27 02:04:935 INFO  HomePage :39 - Entering Email : RogeraIxT@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> id: user_email]
2020-04-27 02:04:296 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> id: user_password]
2020-04-27 02:04:725 INFO  HomePage :57 - Entering Confirm Password : Roger123456 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> id: user_password_confirmation]
2020-04-27 02:04:919 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> id: user_agreed_to_terms]
2020-04-27 02:04:377 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> xpath: //input[@name='commit']]
2020-04-27 02:04:432 INFO  HomePage :91 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (a0a066d85bd72d2a8670399ff8903974)] -> xpath: //li[contains(text(),"Password confirmation doesn't match Password")]]
2020-04-27 03:04:120 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:969 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 03:04:659 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> id: user_name]
2020-04-27 03:04:335 INFO  HomePage :39 - Entering Email : RogerLQhV@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> id: user_email]
2020-04-27 03:04:652 INFO  HomePage :48 - Entering Password : Roger123 On Password Field [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> id: user_password]
2020-04-27 03:04:986 INFO  HomePage :57 - Entering Confirm Password : Roger123456 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> id: user_password_confirmation]
2020-04-27 03:04:399 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> id: user_agreed_to_terms]
2020-04-27 03:04:787 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> xpath: //input[@name='commit']]
2020-04-27 03:04:855 INFO  HomePage :91 - My Course Text is displayed : [[ChromeDriver: chrome on WINDOWS (7c15bef748e149cb8fa5539068823a87)] -> xpath: //li[contains(text(),"Password confirmation doesn't match Password")]]
2020-04-27 03:04:536 INFO  BrowserSelector :18 - Launching Chrome Browser
2020-04-27 03:04:571 INFO  HomePage :46 - Clicking on Sign Up link : [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> xpath: //a[@id='header-sign-up-btn']]
2020-04-27 03:04:500 INFO  HomePage :30 - Entering Full Name : Roger Moore On Full Name Field [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> id: user_name]
2020-04-27 03:04:389 INFO  HomePage :39 - Entering Email : Roger8AIO@gmail.com On Email Field [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> id: user_email]
2020-04-27 03:04:801 INFO  HomePage :48 - Entering Password : Roger456 On Password Field [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> id: user_password]
2020-04-27 03:04:392 INFO  HomePage :57 - Entering Confirm Password : Roger123786 On Confirm Password Field [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> id: user_password_confirmation]
2020-04-27 03:04:641 INFO  HomePage :66 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> id: user_agreed_to_terms]
2020-04-27 03:04:590 INFO  HomePage :75 - Clicking on Agree To Terms : [[ChromeDriver: chrome on WINDOWS (cee340c5afbd3ee1d34c91d346a5159a)] -> xpath: //input[@name='commit']]
